productid,category,brand,season,size,color,originalprice,markdownpercentage,currentprice,purchasedate,stockquantity,customerrating,isreturned,returnreason,customer_city,shipping_km,base_env_impact_kg,total_env_impact_kg,customer_height_cm,customer_weight_kg,garment_length_cm,garment_width_cm,seasonal_weather_impact,campaign_type
FB001189,Shoes,Banana Republic,Winter,,Gray,173.66,42.7,99.51,8/6/2025,1,3.1,FALSE,,LA,1200,5.5,9.1,168,75,30,7,cold,discount email
FB001190,Tops,H&M,Spring,S,Black,71.49,20.9,56.55,1/12/2025,33,1.3,FALSE,,Dallas,1100,2.5,5.800000000000001,154,51,66,104,rain,sustainability promo
FB001191,Outerwear,Uniqlo,Fall,XXL,Gray,230.81,24.3,174.72,8/6/2025,26,,TRUE,Size Issue,Atlanta,900,7,19.4,179,93,69,114,coldsnap,discount email
FB001192,Shoes,H&M,Spring,XS,Green,101,58.6,41.81,7/4/2025,44,1.2,FALSE,,Atlanta,900,5.5,8.2,157,48,27,16,rain,discount email
FB001193,Outerwear,Mango,Winter,XXL,Brown,116.37,52.6,55.16,8/6/2025,43,2.4,FALSE,,Dallas,1100,7,10.3,179,93,77,115,cold,none
FB001194,Shoes,H&M,Spring,L,Beige,150.28,8.3,137.81,1/22/2025,48,2.9,FALSE,,Seattle,1150,5.5,8.95,170,70,27,6,rain,sustainability promo
FB001195,Outerwear,Zara,Winter,XL,Gray,107.81,0,107.81,8/6/2025,15,2.7,FALSE,,Chicago,800,7,9.4,178,73,70,113,cold,new collection
FB001196,Dresses,Zara,Spring,L,Navy,61.24,0,61.24,4/5/2025,3,,FALSE,,Chicago,800,4.5,6.9,169,79,106,88,rain,none
FB001197,Accessories,Zara,Winter,,Green,34.04,0,34.04,8/6/2025,3,1.9,FALSE,,Dallas,1100,1.2,4.5,163,73,34,17,cold,new collection
FB001198,Dresses,Gap,Summer,S,Brown,168.16,45.9,90.97,8/6/2025,44,1.5,FALSE,,Chicago,800,4.5,6.9,163,62,97,94,heatwave,discount email
FB001199,Tops,Ann Taylor,Fall,M,Red,74.07,0,74.07,8/6/2025,47,1.4,FALSE,,Chicago,800,2.5,4.9,171,71,61,96,coldsnap,discount email
FB001200,Tops,Forever21,Winter,XXL,Brown,84.75,0,84.75,8/6/2025,7,2.5,FALSE,,LA,1200,2.5,6.1,174,97,61,101,cold,none
FB001201,Shoes,Mango,Summer,M,Red,187.47,9.6,169.47,8/6/2025,28,4,FALSE,,Chicago,800,5.5,7.9,166,60,25,3,heatwave,none
FB001202,Accessories,Uniqlo,Spring,,Green,45.81,14.1,39.35,4/14/2025,29,,FALSE,,Seattle,1150,1.2,4.65,165,73,34,3,rain,new collection
FB001203,Outerwear,Banana Republic,Fall,XL,Brown,87.09,0,87.09,8/6/2025,8,2.8,FALSE,,Dallas,1100,7,10.3,171,83,74,110,coldsnap,sustainability promo
FB001204,Outerwear,H&M,Summer,XS,Brown,232.5,56.8,100.44,8/6/2025,23,2.9,TRUE,Size Issue,NY,300,7,15.8,160,57,75,108,heatwave,new collection
FB001205,Shoes,Ann Taylor,Spring,XS,Purple,184.87,0,184.87,9/28/2024,32,1.8,FALSE,,NY,300,5.5,6.4,149,45,31,12,rain,none
FB001206,Tops,Gap,Fall,XS,Gray,31.36,0,31.36,8/6/2025,50,3.4,FALSE,,Dallas,1100,2.5,5.800000000000001,159,45,66,102,coldsnap,new collection
FB001207,Accessories,H&M,Winter,,Navy,62.26,24.6,46.94,8/6/2025,33,3.5,FALSE,,Dallas,1100,1.2,4.5,161,66,29,6,cold,none
FB001208,Accessories,Mango,Summer,,Navy,64.82,42.2,37.47,8/6/2025,26,1.3,FALSE,,Chicago,800,1.2,3.5999999999999996,162,74,34,15,heatwave,new collection
FB001209,Accessories,Zara,Spring,,Blue,15.92,0,15.92,9/6/2024,7,4.1,FALSE,,Atlanta,900,1.2,3.9000000000000004,161,74,32,6,rain,none
FB001210,Outerwear,H&M,Spring,M,Purple,180.83,0,180.83,9/2/2024,20,2,FALSE,,Dallas,1100,7,10.3,168,58,77,121,rain,none
FB001211,Shoes,Forever21,Summer,L,Brown,73.81,0,73.81,8/6/2025,44,1.3,FALSE,,Chicago,800,5.5,7.9,169,69,25,11,heatwave,none
FB001212,Shoes,Ann Taylor,Summer,XXL,Beige,127.52,0,127.52,8/6/2025,0,3.4,FALSE,,Dallas,1100,5.5,8.8,179,89,26,8,heatwave,sustainability promo
FB001213,Bottoms,H&M,Fall,,Brown,52.08,0,52.08,8/6/2025,12,,FALSE,,NY,300,3.8,4.7,172,63,106,39,coldsnap,new collection
FB001214,Bottoms,Forever21,Winter,XS,Red,32.83,23,25.28,8/6/2025,24,1.1,FALSE,,Seattle,1150,3.8,7.25,158,58,102,37,cold,new collection
FB001215,Tops,Banana Republic,Winter,S,Purple,108.92,0,108.92,8/6/2025,6,1.8,FALSE,,Atlanta,900,2.5,5.2,159,61,69,99,cold,new collection
FB001216,Shoes,Forever21,Winter,,Navy,85.83,47.5,45.06,8/6/2025,8,1.1,FALSE,,Chicago,800,5.5,7.9,169,77,27,14,cold,none
FB001217,Accessories,Zara,Spring,,Blue,62.02,0,62.02,4/25/2025,3,3.7,FALSE,,LA,1200,1.2,4.8,172,77,36,8,rain,new collection
FB001218,Shoes,H&M,Summer,XL,Black,127.31,5.4,120.44,8/6/2025,34,2.5,FALSE,,LA,1200,5.5,9.1,173,80,25,15,heatwave,new collection
FB001219,Tops,Ann Taylor,Fall,,Red,35.74,0,35.74,8/6/2025,33,,TRUE,Color Mismatch,Chicago,800,2.5,9.8,173,66,64,92,coldsnap,none
FB001220,Accessories,H&M,Summer,,Gray,69.62,27.9,50.2,8/6/2025,5,1.1,FALSE,,LA,1200,1.2,4.8,170,63,31,15,heatwave,discount email
FB001221,Tops,Zara,Winter,XXL,Black,92.01,28.8,65.51,8/6/2025,37,1.9,FALSE,,Seattle,1150,2.5,5.95,186,89,66,98,cold,none
FB001222,Shoes,Mango,Fall,M,Black,110.1,0,110.1,8/6/2025,13,3.6,TRUE,Changed Mind,Dallas,1100,5.5,17.6,167,74,27,4,coldsnap,new collection
FB001223,Bottoms,Zara,Fall,XXL,Red,109.05,0,109.05,8/6/2025,13,3.7,FALSE,,Dallas,1100,3.8,7.1,175,98,107,43,coldsnap,none
FB001224,Accessories,Forever21,Winter,,Beige,67.46,0,67.46,8/6/2025,28,1.4,FALSE,,NY,300,1.2,2.1,170,77,31,17,cold,discount email
FB001225,Shoes,Ann Taylor,Winter,M,White,110.11,10.2,98.88,8/6/2025,47,,FALSE,,Atlanta,900,5.5,8.2,169,59,32,8,cold,none
FB001226,Shoes,Banana Republic,Summer,XL,White,162.5,0,162.5,8/6/2025,45,,FALSE,,Seattle,1150,5.5,8.95,175,84,26,11,heatwave,new collection
FB001227,Accessories,Uniqlo,Summer,,Black,23.8,8.3,21.82,8/6/2025,0,3.5,FALSE,,Chicago,800,1.2,3.5999999999999996,169,67,32,13,heatwave,discount email
FB001228,Bottoms,Banana Republic,Fall,XS,Brown,115.89,0,115.89,8/6/2025,34,2.9,FALSE,,Dallas,1100,3.8,7.1,153,53,101,47,coldsnap,sustainability promo
FB001229,Outerwear,H&M,Spring,M,Red,139.2,42.5,80.04,10/2/2024,27,2.9,FALSE,,Dallas,1100,7,10.3,159,74,68,118,rain,new collection
FB001230,Dresses,Forever21,Fall,S,Navy,120.42,36.7,76.23,8/6/2025,46,2.4,FALSE,,NY,300,4.5,5.4,154,49,102,85,coldsnap,discount email
FB001231,Accessories,Banana Republic,Fall,,Beige,72.81,0,72.81,8/6/2025,4,4.3,FALSE,,LA,1200,1.2,4.8,161,73,31,10,coldsnap,discount email
FB001232,Accessories,Zara,Spring,,Brown,29.75,0,29.75,2/7/2025,37,3.9,FALSE,,LA,1200,1.2,4.8,166,71,30,15,rain,sustainability promo
FB001233,Tops,Gap,Summer,XL,Black,33.63,0,33.63,8/6/2025,13,4.7,FALSE,,NY,300,2.5,3.4,174,76,67,93,heatwave,none
FB001234,Outerwear,Banana Republic,Fall,S,Brown,101.93,0,101.93,8/6/2025,31,,FALSE,,LA,1200,7,10.6,156,60,76,118,coldsnap,none
FB001235,Accessories,Mango,Winter,,White,41.43,0,41.43,8/6/2025,10,,FALSE,,Seattle,1150,1.2,4.65,172,76,34,17,cold,new collection
FB001236,Outerwear,Ann Taylor,Spring,L,Green,126.14,0,126.14,5/18/2025,24,3.6,FALSE,,Atlanta,900,7,9.7,174,72,68,118,rain,sustainability promo
FB001237,Bottoms,Zara,Spring,M,Purple,96.76,0,96.76,2/26/2025,6,,FALSE,,Dallas,1100,3.8,7.1,170,64,105,42,rain,none
FB001238,Tops,Mango,Winter,XS,Navy,114.32,0,114.32,8/6/2025,27,5,FALSE,,Seattle,1150,2.5,5.95,153,51,60,105,cold,sustainability promo
FB001239,Shoes,H&M,Spring,S,Purple,102.46,0,102.46,12/17/2024,20,3.7,TRUE,Quality Issue,NY,300,5.5,12.8,156,49,33,16,rain,none
FB001240,Bottoms,Uniqlo,Summer,L,Pink,95.7,15,81.34,8/6/2025,9,4.9,FALSE,,LA,1200,3.8,7.4,176,65,101,38,heatwave,discount email
FB001241,Bottoms,H&M,Winter,M,Blue,55.49,0,55.49,8/6/2025,25,4.6,FALSE,,Chicago,800,3.8,6.199999999999999,167,71,110,35,cold,none
FB001242,Accessories,Ann Taylor,Winter,,White,30.58,9.8,27.58,8/6/2025,34,3.4,FALSE,,NY,300,1.2,2.1,165,78,34,5,cold,sustainability promo
FB001243,Bottoms,Mango,Fall,S,Red,116.58,0,116.58,8/6/2025,47,1.2,FALSE,,NY,300,3.8,4.7,164,52,103,35,coldsnap,discount email
FB001244,Dresses,Zara,Winter,XL,Navy,79.18,21.1,62.47,8/6/2025,36,1.5,TRUE,Changed Mind,Dallas,1100,4.5,15.600000000000001,170,83,100,91,cold,discount email
FB001245,Dresses,Forever21,Summer,,Navy,88.71,0,88.71,8/6/2025,3,3.5,FALSE,,LA,1200,4.5,8.1,169,63,105,87,heatwave,discount email
FB001246,Dresses,Banana Republic,Spring,XXL,Purple,150.58,0,150.58,12/19/2024,38,2.1,FALSE,,LA,1200,4.5,8.1,176,89,99,88,rain,sustainability promo
FB001247,Dresses,Uniqlo,Summer,XXL,White,179.9,9.3,163.17,8/6/2025,34,2.1,FALSE,,Dallas,1100,4.5,7.800000000000001,180,98,97,86,heatwave,new collection
FB001248,Outerwear,Forever21,Spring,XL,Red,135.3,0,135.3,2/16/2025,19,4.6,FALSE,,Dallas,1100,7,10.3,174,71,70,110,rain,new collection
FB001249,Shoes,Uniqlo,Fall,XXL,Black,146.43,0,146.43,8/6/2025,7,2.5,FALSE,,Dallas,1100,5.5,8.8,178,93,23,14,coldsnap,new collection
FB001250,Outerwear,Forever21,Winter,M,Green,160.27,0,160.27,8/6/2025,11,2,FALSE,,Atlanta,900,7,9.7,163,65,73,112,cold,sustainability promo
FB001251,Shoes,Mango,Winter,M,Gray,169.87,8.8,154.92,8/6/2025,36,2.1,FALSE,,LA,1200,5.5,9.1,167,59,27,15,cold,discount email
FB001252,Shoes,Ann Taylor,Summer,,Gray,137.33,0,137.33,8/6/2025,35,4.6,FALSE,,NY,300,5.5,6.4,162,62,33,12,heatwave,new collection
FB001253,Bottoms,Forever21,Summer,XXL,Red,38.18,0,38.18,8/6/2025,38,,FALSE,,Chicago,800,3.8,6.199999999999999,180,91,101,33,heatwave,sustainability promo
FB001254,Tops,Zara,Summer,XXL,Blue,40.62,20.1,32.46,8/6/2025,7,,FALSE,,Chicago,800,2.5,4.9,184,92,68,103,heatwave,new collection
FB001255,Bottoms,H&M,Winter,XS,Black,56.4,23.3,43.26,8/6/2025,35,,FALSE,,Seattle,1150,3.8,7.25,150,45,106,44,cold,none
FB001256,Accessories,Forever21,Summer,,Green,19.56,0,19.56,8/6/2025,13,3.1,FALSE,,NY,300,1.2,2.1,170,72,34,7,heatwave,new collection
FB001257,Shoes,H&M,Winter,L,White,155.66,0,155.66,8/6/2025,3,4,FALSE,,LA,1200,5.5,9.1,171,78,30,7,cold,new collection
FB001258,Tops,Zara,Summer,S,Purple,106.2,0,106.2,8/6/2025,10,1.1,FALSE,,Atlanta,900,2.5,5.2,158,60,65,91,heatwave,discount email
FB001259,Outerwear,Ann Taylor,Fall,XXL,Navy,158.31,0,158.31,8/6/2025,7,5,FALSE,,LA,1200,7,10.6,185,91,73,114,coldsnap,sustainability promo
FB001260,Dresses,Mango,Spring,XL,Pink,102.3,42.2,59.13,5/30/2025,43,1.3,FALSE,,LA,1200,4.5,8.1,181,83,102,95,rain,discount email
FB001261,Accessories,Gap,Fall,,Navy,53.46,58,22.45,8/6/2025,6,4.2,FALSE,,Seattle,1150,1.2,4.65,161,73,36,10,coldsnap,discount email
FB001262,Dresses,Uniqlo,Summer,XS,Blue,101.78,22.9,78.47,8/6/2025,5,1.2,TRUE,Damaged,Chicago,800,4.5,13.8,155,48,100,95,heatwave,discount email
FB001263,Outerwear,Banana Republic,Summer,M,Gray,112.28,0,112.28,8/6/2025,41,4.1,FALSE,,Dallas,1100,7,10.3,169,68,67,110,heatwave,discount email
FB001264,Accessories,Banana Republic,Winter,,Pink,47.51,0,47.51,8/6/2025,39,4.4,FALSE,,Chicago,800,1.2,3.5999999999999996,167,64,35,3,cold,discount email
FB001265,Tops,Uniqlo,Winter,XXL,Beige,80.39,0,80.39,8/6/2025,24,,FALSE,,LA,1200,2.5,6.1,177,82,65,101,cold,new collection
FB001266,Bottoms,Mango,Winter,L,Red,64.75,26.4,47.66,8/6/2025,7,2.9,TRUE,Wrong Item,Dallas,1100,3.8,14.2,175,68,107,33,cold,discount email
FB001267,Outerwear,Zara,Winter,L,Red,129.86,0,129.86,8/6/2025,41,1.7,FALSE,,Atlanta,900,7,9.7,165,77,73,116,cold,discount email
FB001268,Bottoms,Banana Republic,Spring,L,Green,32.74,0,32.74,8/12/2024,23,4,TRUE,Damaged,Seattle,1150,3.8,14.5,164,79,103,42,rain,sustainability promo
FB001269,Bottoms,Uniqlo,Spring,L,Blue,79.27,0,79.27,5/11/2025,13,3.5,FALSE,,Dallas,1100,3.8,7.1,164,66,103,34,rain,none
FB001270,Tops,Forever21,Spring,S,Beige,119.38,0,119.38,2/20/2025,18,4.4,FALSE,,Dallas,1100,2.5,5.800000000000001,155,62,66,103,rain,new collection
FB001271,Dresses,H&M,Winter,S,White,66.17,0,66.17,8/6/2025,1,,FALSE,,LA,1200,4.5,8.1,160,63,96,95,cold,new collection
FB001272,Accessories,H&M,Fall,,Purple,68.3,8,62.84,8/6/2025,18,3.1,FALSE,,Seattle,1150,1.2,4.65,173,73,31,6,coldsnap,new collection
FB001273,Outerwear,Mango,Fall,L,Purple,209.66,0,209.66,8/6/2025,30,2.1,FALSE,,Chicago,800,7,9.4,171,77,68,120,coldsnap,discount email
FB001274,Shoes,Uniqlo,Summer,XS,Blue,154.82,0,154.82,8/6/2025,31,,FALSE,,LA,1200,5.5,9.1,159,49,32,13,heatwave,discount email
FB001275,Bottoms,H&M,Winter,S,Gray,37.53,0,37.53,8/6/2025,8,3,TRUE,Changed Mind,Atlanta,900,3.8,13,158,54,100,36,cold,discount email
FB001276,Shoes,Zara,Summer,XS,Black,140.28,0,140.28,8/6/2025,10,1.9,FALSE,,Atlanta,900,5.5,8.2,161,45,25,12,heatwave,sustainability promo
FB001277,Shoes,Uniqlo,Summer,XS,White,171.07,0,171.07,8/6/2025,25,3,FALSE,,Dallas,1100,5.5,8.8,155,56,25,15,heatwave,none
FB001278,Tops,Zara,Summer,M,Purple,77.87,0,77.87,8/6/2025,4,2.7,FALSE,,Chicago,800,2.5,4.9,167,59,68,105,heatwave,discount email
FB001279,Tops,H&M,Spring,XL,Navy,80.54,0,80.54,12/10/2024,50,2.1,FALSE,,Seattle,1150,2.5,5.95,174,79,61,103,rain,none
FB001280,Bottoms,Uniqlo,Summer,S,White,48.68,41.7,28.38,8/6/2025,20,1.3,TRUE,Damaged,Seattle,1150,3.8,14.5,163,58,104,41,heatwave,sustainability promo
FB001281,Shoes,Ann Taylor,Winter,XS,Purple,137.83,0,137.83,8/6/2025,32,3.4,TRUE,Changed Mind,LA,1200,5.5,18.2,149,51,27,3,cold,new collection
FB001282,Bottoms,Zara,Fall,XXL,Brown,96.88,44.8,53.48,8/6/2025,15,1.3,FALSE,,Dallas,1100,3.8,7.1,176,91,101,35,coldsnap,discount email
FB001283,Tops,H&M,Spring,XL,Blue,46.44,36.8,29.35,3/11/2025,19,1.9,FALSE,,Atlanta,900,2.5,5.2,176,77,60,101,rain,none
FB001284,Bottoms,Gap,Winter,L,Brown,86.4,0,86.4,8/6/2025,26,3.7,FALSE,,Atlanta,900,3.8,6.5,173,73,107,43,cold,none
FB001285,Bottoms,Mango,Fall,XXL,Green,113.83,51.6,55.09,8/6/2025,12,2.9,FALSE,,NY,300,3.8,4.7,177,94,101,39,coldsnap,discount email
FB001286,Bottoms,Zara,Summer,XS,Purple,64.68,42.9,36.93,8/6/2025,36,,FALSE,,NY,300,3.8,4.7,161,55,102,42,heatwave,new collection
FB001287,Shoes,Forever21,Fall,,Beige,123.23,0,123.23,8/6/2025,40,4.3,FALSE,,LA,1200,5.5,9.1,164,74,28,7,coldsnap,new collection
FB001288,Accessories,Ann Taylor,Winter,,Red,69.69,0,69.69,8/6/2025,35,3,FALSE,,Chicago,800,1.2,3.5999999999999996,164,64,33,8,cold,new collection
FB001289,Accessories,Banana Republic,Winter,,Green,46.15,24.4,34.89,8/6/2025,31,4.4,TRUE,Size Issue,Seattle,1150,1.2,9.3,164,74,38,15,cold,sustainability promo
FB001290,Outerwear,H&M,Summer,XS,Navy,229.8,0,229.8,8/6/2025,46,3.6,FALSE,,Chicago,800,7,9.4,149,51,72,122,heatwave,none
FB001291,Outerwear,Uniqlo,Fall,XS,Purple,179.44,19.6,144.27,8/6/2025,42,3,FALSE,,Chicago,800,7,9.4,152,60,76,114,coldsnap,none
FB001292,Shoes,Banana Republic,Fall,L,Green,80.96,56.3,35.38,8/6/2025,41,2.2,TRUE,Changed Mind,NY,300,5.5,12.8,169,76,33,12,coldsnap,none
FB001293,Bottoms,Uniqlo,Fall,L,Green,62.3,19.2,50.34,8/6/2025,9,2.5,FALSE,,Seattle,1150,3.8,7.25,173,74,105,36,coldsnap,sustainability promo
FB001294,Accessories,Uniqlo,Fall,,Beige,58.83,12.5,51.48,8/6/2025,3,1.5,FALSE,,Atlanta,900,1.2,3.9000000000000004,172,65,39,4,coldsnap,none
FB001295,Tops,H&M,Summer,XXL,Navy,119.04,1.7,117.02,8/6/2025,34,4.1,FALSE,,Dallas,1100,2.5,5.800000000000001,182,85,67,95,heatwave,sustainability promo
FB001296,Outerwear,Zara,Summer,S,Navy,80.54,0,80.54,8/6/2025,3,1.8,TRUE,Size Issue,Seattle,1150,7,20.9,164,61,77,121,heatwave,new collection
FB001297,Bottoms,Banana Republic,Winter,XS,Black,47.32,25.7,35.16,8/6/2025,2,3.2,FALSE,,NY,300,3.8,4.7,154,50,105,41,cold,discount email
FB001298,Shoes,Gap,Winter,XL,Pink,104.57,27.4,75.92,8/6/2025,7,1,TRUE,Quality Issue,Dallas,1100,5.5,17.6,181,70,32,4,cold,none
FB001299,Accessories,Zara,Winter,,Blue,38.37,23.3,29.43,8/6/2025,22,1.4,FALSE,,Chicago,800,1.2,3.5999999999999996,169,70,38,17,cold,none
FB001300,Outerwear,H&M,Winter,,Red,86.3,0,86.3,8/6/2025,33,3.9,FALSE,,Atlanta,900,7,9.7,161,78,67,112,cold,new collection
FB001301,Accessories,Mango,Winter,,Purple,64.89,4.2,62.16,8/6/2025,40,1.4,FALSE,,Dallas,1100,1.2,4.5,161,74,38,6,cold,discount email
FB001302,Accessories,Mango,Fall,,Navy,53.64,0,53.64,8/6/2025,18,2.3,FALSE,,LA,1200,1.2,4.8,169,74,33,17,coldsnap,sustainability promo
FB001303,Dresses,Mango,Summer,XXL,Pink,113.81,9.2,103.34,8/6/2025,11,2.4,FALSE,,Atlanta,900,4.5,7.2,178,89,100,94,heatwave,discount email
FB001304,Tops,Ann Taylor,Summer,XXL,Beige,40.12,27.7,29.01,8/6/2025,29,1.7,TRUE,Size Issue,Atlanta,900,2.5,10.4,183,89,66,99,heatwave,new collection
FB001305,Tops,Gap,Winter,M,Black,49.64,30.9,34.3,8/6/2025,21,2,FALSE,,LA,1200,2.5,6.1,171,61,65,92,cold,new collection
FB001306,Bottoms,Forever21,Summer,L,Brown,117.64,54.2,53.88,8/6/2025,25,4.6,TRUE,Wrong Item,Chicago,800,3.8,12.399999999999999,172,76,110,33,heatwave,discount email
FB001307,Accessories,Mango,Summer,,Red,69.78,3.7,67.2,8/6/2025,14,3.2,FALSE,,Seattle,1150,1.2,4.65,168,75,38,13,heatwave,sustainability promo
FB001308,Accessories,Forever21,Spring,,White,29.91,18.4,24.41,3/3/2025,10,4.9,FALSE,,Atlanta,900,1.2,3.9000000000000004,165,78,29,4,rain,sustainability promo
FB001309,Shoes,H&M,Fall,XL,Black,187.11,43.3,106.09,8/6/2025,26,3,FALSE,,Dallas,1100,5.5,8.8,181,76,26,7,coldsnap,none
FB001310,Accessories,Ann Taylor,Summer,,Beige,40.04,15.8,33.71,8/6/2025,31,1.8,FALSE,,NY,300,1.2,2.1,170,68,33,15,heatwave,sustainability promo
FB001311,Dresses,Mango,Spring,XS,Beige,113.44,23.4,86.9,3/7/2025,1,,FALSE,,NY,300,4.5,5.4,150,60,104,99,rain,discount email
FB001312,Bottoms,Zara,Spring,S,Gray,119.84,0,119.84,9/27/2024,47,1.4,FALSE,,Dallas,1100,3.8,7.1,159,52,110,47,rain,new collection
FB001313,Shoes,Uniqlo,Fall,XXL,Brown,167.27,0,167.27,8/6/2025,9,4,FALSE,,Atlanta,900,5.5,8.2,185,98,33,9,coldsnap,none
FB001314,Dresses,Banana Republic,Spring,XL,Blue,148,1.1,146.37,2/23/2025,43,2,FALSE,,Dallas,1100,4.5,7.800000000000001,169,84,102,85,rain,none
FB001315,Bottoms,H&M,Winter,XXL,Red,65.34,49.8,32.8,8/6/2025,9,,FALSE,,Seattle,1150,3.8,7.25,176,98,107,44,cold,new collection
FB001316,Shoes,Banana Republic,Spring,M,Green,84.57,5.4,80,7/17/2025,33,,FALSE,,Seattle,1150,5.5,8.95,168,58,24,9,rain,sustainability promo
FB001317,Bottoms,Gap,Summer,XS,Gray,52.6,0,52.6,8/6/2025,35,1.2,TRUE,Color Mismatch,LA,1200,3.8,14.8,156,59,106,42,heatwave,new collection
FB001318,Shoes,Uniqlo,Summer,L,Green,106.37,0,106.37,8/6/2025,30,1.1,FALSE,,Seattle,1150,5.5,8.95,174,75,33,15,heatwave,sustainability promo
FB001319,Tops,Gap,Summer,XXL,Black,96.77,40.4,57.67,8/6/2025,31,4.5,FALSE,,Dallas,1100,2.5,5.800000000000001,179,98,68,104,heatwave,new collection
FB001320,Outerwear,Banana Republic,Spring,L,Brown,99.02,0,99.02,10/16/2024,21,1.2,FALSE,,Seattle,1150,7,10.45,168,70,72,117,rain,discount email
FB001321,Accessories,Zara,Spring,,Purple,68.89,36.9,43.47,12/5/2024,9,1.8,FALSE,,Dallas,1100,1.2,4.5,165,72,33,11,rain,sustainability promo
FB001322,Dresses,H&M,Spring,S,Pink,63.91,3.5,61.67,5/19/2025,14,2.1,FALSE,,Chicago,800,4.5,6.9,154,53,103,85,rain,discount email
FB001323,Shoes,Mango,Fall,S,Navy,116.38,11.4,103.11,8/6/2025,15,,FALSE,,Atlanta,900,5.5,8.2,163,59,28,15,coldsnap,none
FB001324,Bottoms,Uniqlo,Fall,XS,Green,71.74,0,71.74,8/6/2025,16,,FALSE,,Seattle,1150,3.8,7.25,151,57,104,40,coldsnap,new collection
FB001325,Bottoms,Forever21,Winter,M,Beige,91.11,0,91.11,8/6/2025,38,3.3,FALSE,,NY,300,3.8,4.7,162,72,103,41,cold,none
FB001326,Accessories,Zara,Summer,,White,46.07,0,46.07,8/6/2025,25,2.5,FALSE,,Chicago,800,1.2,3.5999999999999996,167,64,31,17,heatwave,none
FB001327,Dresses,Mango,Fall,S,Green,156.27,0,156.27,8/6/2025,43,,FALSE,,NY,300,4.5,5.4,161,48,98,96,coldsnap,none
FB001328,Tops,Mango,Fall,XS,Pink,56.35,0,56.35,8/6/2025,31,1.5,FALSE,,Chicago,800,2.5,4.9,155,53,69,91,coldsnap,none
FB001329,Bottoms,Zara,Winter,XS,Purple,118.21,23.1,90.9,8/6/2025,15,5,FALSE,,Dallas,1100,3.8,7.1,155,45,108,37,cold,new collection
FB001330,Tops,Gap,Fall,XS,Beige,25.86,0,25.86,8/6/2025,46,1.5,FALSE,,LA,1200,2.5,6.1,156,56,69,95,coldsnap,none
FB001331,Tops,H&M,Fall,S,Green,91.67,23.7,69.94,8/6/2025,3,3.7,FALSE,,Chicago,800,2.5,4.9,154,59,69,100,coldsnap,new collection
FB001332,Bottoms,Uniqlo,Fall,L,Blue,25.29,7.9,23.29,8/6/2025,39,1.7,FALSE,,Seattle,1150,3.8,7.25,173,81,100,47,coldsnap,new collection
FB001333,Accessories,H&M,Winter,,Navy,51.61,32.2,34.99,8/6/2025,34,4.8,FALSE,,Dallas,1100,1.2,4.5,161,67,37,5,cold,discount email
FB001334,Outerwear,Banana Republic,Summer,XL,Black,143.61,24.6,108.28,8/6/2025,50,4.1,FALSE,,Dallas,1100,7,10.3,177,72,76,115,heatwave,sustainability promo
FB001335,Bottoms,Gap,Summer,L,Red,45.48,0,45.48,8/6/2025,29,2.3,FALSE,,Dallas,1100,3.8,7.1,174,79,100,47,heatwave,sustainability promo
FB001336,Shoes,Zara,Summer,,White,177.79,10.7,158.77,8/6/2025,37,,FALSE,,NY,300,5.5,6.4,164,64,24,12,heatwave,new collection
FB001337,Outerwear,Gap,Fall,XS,Purple,145.1,34.2,95.48,8/6/2025,14,,FALSE,,Seattle,1150,7,10.45,156,58,77,112,coldsnap,discount email
FB001338,Shoes,Ann Taylor,Summer,XXL,Navy,190.78,0,190.78,8/6/2025,39,3.7,FALSE,,Atlanta,900,5.5,8.2,184,93,27,4,heatwave,new collection
FB001339,Accessories,Forever21,Fall,,Blue,44.73,0,44.73,8/6/2025,25,1.1,FALSE,,Chicago,800,1.2,3.5999999999999996,173,64,39,5,coldsnap,new collection
FB001340,Shoes,Banana Republic,Winter,XXL,White,65.48,0,65.48,8/6/2025,7,4.6,FALSE,,NY,300,5.5,6.4,183,93,27,11,cold,new collection
FB001341,Shoes,Gap,Spring,XS,Purple,86.1,0,86.1,12/27/2024,4,2.4,FALSE,,LA,1200,5.5,9.1,149,60,29,17,rain,discount email
FB001342,Bottoms,Uniqlo,Winter,XS,Green,100.14,0,100.14,8/6/2025,48,4.2,FALSE,,Atlanta,900,3.8,6.5,159,61,105,38,cold,sustainability promo
FB001343,Outerwear,Banana Republic,Winter,,Red,203.4,0,203.4,8/6/2025,18,1.8,FALSE,,Dallas,1100,7,10.3,161,69,77,109,cold,discount email
FB001344,Tops,Gap,Winter,XS,White,95.22,24.4,71.99,8/6/2025,26,2.3,FALSE,,Seattle,1150,2.5,5.95,160,57,66,101,cold,none
FB001345,Dresses,H&M,Fall,XL,Red,173.88,31.6,118.93,8/6/2025,5,3.2,FALSE,,Dallas,1100,4.5,7.800000000000001,179,81,97,96,coldsnap,discount email
FB001346,Dresses,H&M,Winter,L,Beige,160.05,0,160.05,8/6/2025,23,4,FALSE,,Seattle,1150,4.5,7.95,167,66,105,97,cold,discount email
FB001347,Tops,Forever21,Winter,XS,Blue,59.53,0,59.53,8/6/2025,28,1.5,FALSE,,NY,300,2.5,3.4,155,61,65,104,cold,discount email
